Tile.java,be.unamur.game2048.models.Tile,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,canMergeWith,42,KILLED,be.unamur.game2048.Test2048.testTileMergedWithValue(be.unamur.game2048.Test2048)
Tile.java,be.unamur.game2048.models.Tile,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,canMergeWith,44,KILLED,be.unamur.game2048.Test2048.testTilecanMergedWithKoMerged(be.unamur.game2048.Test2048)
Tile.java,be.unamur.game2048.models.Tile,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,canMergeWith,44,KILLED,be.unamur.game2048.Test2048.testTileMergedWithValue(be.unamur.game2048.Test2048)
Tile.java,be.unamur.game2048.models.Tile,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,canMergeWith,46,KILLED,be.unamur.game2048.Test2048.testTilecanMergedWithKoValue(be.unamur.game2048.Test2048)
Tile.java,be.unamur.game2048.models.Tile,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,canMergeWith,43,KILLED,be.unamur.game2048.Test2048.testTilecanMergedWithKoOtherNull(be.unamur.game2048.Test2048)
Tile.java,be.unamur.game2048.models.Tile,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,canMergeWith,45,KILLED,be.unamur.game2048.Test2048.testTilecanMergedWithKoMerged(be.unamur.game2048.Test2048)
Tile.java,be.unamur.game2048.models.Tile,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,canMergeWith,46,KILLED,be.unamur.game2048.Test2048.testTilecanMergedWithKoValue(be.unamur.game2048.Test2048)
Tile.java,be.unamur.game2048.models.Tile,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,equals,70,KILLED,be.unamur.game2048.Test2048.testTileEqualsOk(be.unamur.game2048.Test2048)
Tile.java,be.unamur.game2048.models.Tile,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,equals,73,KILLED,be.unamur.game2048.Test2048.testTileEqualsKoDiffClass(be.unamur.game2048.Test2048)
Tile.java,be.unamur.game2048.models.Tile,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,equals,75,KILLED,be.unamur.game2048.Test2048.testTileEqualsKoDiffValue(be.unamur.game2048.Test2048)
Tile.java,be.unamur.game2048.models.Tile,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,equals,71,KILLED,be.unamur.game2048.Test2048.testTileEqualsKoOtherNull(be.unamur.game2048.Test2048)
Tile.java,be.unamur.game2048.models.Tile,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,equals,74,KILLED,be.unamur.game2048.Test2048.testTileEqualsKoDiffClass(be.unamur.game2048.Test2048)
Tile.java,be.unamur.game2048.models.Tile,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,equals,75,KILLED,be.unamur.game2048.Test2048.testTileEqualsKoDiffValue(be.unamur.game2048.Test2048)
Tile.java,be.unamur.game2048.models.Tile,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,getNearestPower2,20,KILLED,be.unamur.game2048.Test2048.testTileMergedWithValue(be.unamur.game2048.Test2048)
Tile.java,be.unamur.game2048.models.Tile,org.pitest.mutationtest.engine.gregor.mutators.returns.PrimitiveReturnsMutator,getNearestPower2,21,KILLED,be.unamur.game2048.Test2048.testTilecanMergedWithKoValue(be.unamur.game2048.Test2048)
Tile.java,be.unamur.game2048.models.Tile,org.pitest.mutationtest.engine.gregor.mutators.returns.PrimitiveReturnsMutator,getValue,31,KILLED,be.unamur.game2048.Test2048.testTileEqualsKoDiffValue(be.unamur.game2048.Test2048)
Tile.java,be.unamur.game2048.models.Tile,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanFalseReturnValsMutator,isMerged,35,KILLED,be.unamur.game2048.Test2048.testTileSetMerged(be.unamur.game2048.Test2048)
